time,power,VO2,cadence,lactate,rf,heart_rate,saturation,day
362,100,1712.2,89,0.83867,21.201,103.0,99.0,3
363,101,1815.1,89,0.838,20.801,102.7,99.0,3
364,102,1918.0,89,0.83733,20.4,102.3,99.0,3
365,101,2020.8,89,0.83667,20.0,102.0,99.0,3
366,99,1994.1,88,0.836,19.869,102.3,99.0,3
367,100,1967.4,88,0.83533,19.739,102.7,99.0,3
368,101,1940.7,89,0.83467,19.608,103.0,99.0,3
369,101,1992.0,89,0.834,21.432,104.0,99.0,3
370,102,2043.4,90,0.83333,23.256,105.0,99.0,3
371,103,2038.6,90,0.83267,23.051,105.0,99.0,3
372,104,2033.8,90,0.832,22.846,105.0,99.0,3
373,106,2029.0,91,0.83133,22.642,105.0,99.0,3
374,105,1891.4,91,0.83067,22.859,104.5,99.0,3
375,104,1753.7,91,0.83,23.077,104.0,99.0,3
376,103,1736.3,90,0.82933,21.921,104.3,99.0,3
377,101,1718.8,90,0.82867,20.764,104.7,99.0,3
378,101,1701.4,89,0.828,19.608,105.0,99.0,3
379,101,1815.0,89,0.82733,20.535,106.3,99.0,3
380,101,1928.6,89,0.82667,21.461,107.7,99.0,3
381,100,2042.1,89,0.826,22.388,109.0,99.0,3
382,100,2077.7,88,0.82533,20.695,108.6,99.0,3
383,99,2113.3,88,0.82467,19.001,108.2,99.0,3
384,100,2148.9,88,0.824,17.308,107.8,99.0,3
385,100,2184.5,88,0.82333,15.614,107.4,99.0,3
386,100,2220.1,89,0.82267,13.921,107.0,98.0,3
387,100,1843.5,88,0.822,17.713,107.5,98.0,3
388,103,1467.0,89,0.82133,21.505,108.0,98.0,3
389,106,1671.9,90,0.82067,22.089,106.3,98.0,3
390,107,1876.8,91,0.82,22.672,104.7,98.0,3
391,108,2081.6,93,0.81933,23.256,103.0,98.0,3
392,108,2309.4,93,0.81867,24.559,103.0,98.0,3
393,105,2537.2,92,0.818,25.862,103.0,99.0,3
394,102,2416.5,90,0.81733,25.54,104.3,99.0,3
395,99,2295.8,89,0.81667,25.218,105.7,99.0,3
396,97,2175.1,87,0.816,24.896,107.0,99.0,3
397,96,2111.4,86,0.81533,25.549,109.0,99.0,3
398,97,2047.7,86,0.81467,26.201,111.0,99.0,3
399,98,1902.7,87,0.814,25.053,111.0,99.0,3
400,98,1757.7,87,0.81333,23.904,111.0,99.0,3
401,99,1825.4,87,0.81267,24.52,111.0,99.0,3
402,99,1893.1,88,0.812,25.136,111.0,99.0,3
403,99,1960.7,88,0.81133,25.751,111.0,99.0,3
404,98,1949.8,87,0.81067,26.328,111.0,99.0,3
405,97,1939.0,87,0.81,26.906,111.0,99.0,3
406,97,2003.1,86,0.80933,26.669,111.0,99.0,3
407,97,2067.2,86,0.80867,26.432,111.0,99.0,3
408,97,2052.1,86,0.808,26.729,111.0,99.0,3
409,100,2037.0,87,0.80733,27.027,111.0,99.0,3
410,103,1961.5,89,0.80667,27.027,111.0,99.0,3
411,103,1886.1,91,0.806,27.027,111.0,99.0,3
412,104,1810.6,91,0.80533,27.027,111.0,99.0,3
413,106,1882.0,91,0.80467,27.664,110.5,99.0,3
414,106,1953.3,91,0.804,28.302,110.0,99.0,3
415,107,1879.3,92,0.80333,27.787,109.5,99.0,3
416,108,1805.2,92,0.80267,27.273,109.0,99.0,3
417,110,1844.0,92,0.802,27.273,109.0,99.0,3
418,124,1882.8,97,0.80133,27.273,109.0,99.0,3
419,257,1942.5,103,0.80067,27.335,110.0,99.0,3
420,473,2002.2,112,0.8,27.397,111.0,99.0,3
421,639,2062.7,136,0.8185,26.633,111.3,99.0,3
422,717,2123.2,158,0.837,25.869,111.7,99.0,3
423,720,2183.7,160,0.8555,25.105,112.0,99.0,3
424,588,2033.7,159,0.874,25.264,112.5,99.0,3
425,358,1883.7,162,0.8925,25.424,113.0,99.0,3
426,226,1823.9,141,0.911,24.092,113.7,99.0,3
427,178,1764.0,119,0.9295,22.76,114.3,99.0,3
428,143,1704.2,116,0.948,21.429,115.0,99.0,3
429,121,1870.5,107,0.9665,22.297,116.5,99.0,3
430,113,2036.8,101,0.985,23.166,118.0,99.0,3
431,109,3011.1,98,1.0035,29.655,120.5,99.0,3
432,105,3985.5,97,1.022,36.145,123.0,99.0,3
433,103,3675.3,95,1.0405,32.924,125.5,99.0,3
434,104,3365.0,96,1.059,29.703,128.0,99.0,3
435,102,3152.1,95,1.0775,28.365,129.0,99.0,3
436,100,2939.2,93,1.096,27.027,130.0,99.0,3
437,100,2624.0,93,1.1145,24.491,132.0,99.0,3
438,99,2308.8,92,1.133,21.954,134.0,99.0,3
439,97,1993.6,92,1.1515,19.417,136.0,99.0,3
440,98,2155.0,92,1.17,20.977,136.3,99.0,3
441,98,2316.5,92,1.1885,22.537,136.7,99.0,3
442,99,2477.9,92,1.207,24.096,137.0,99.0,3
443,100,2676.5,93,1.2255,24.048,136.0,99.0,3
444,101,2875.0,94,1.244,24.0,135.0,99.0,3
445,100,2831.9,93,1.2625,24.475,134.3,99.0,3
446,98,2788.8,92,1.281,24.949,133.7,99.0,3
447,98,2745.8,92,1.2995,25.424,133.0,99.0,3
448,152,2648.0,93,1.318,25.058,132.0,99.0,3
449,299,2550.2,93,1.3365,24.691,131.0,99.0,3
450,506,2625.6,114,1.355,26.235,130.5,99.0,3
451,653,2701.0,145,1.3735,27.778,130.0,99.0,3
452,694,2857.8,156,1.392,27.528,129.7,99.0,3
453,698,3014.5,157,1.4105,27.277,129.3,99.0,3
454,572,3171.2,156,1.429,27.027,129.0,99.0,3
455,350,1448.6,161,1.4475,31.915,128.0,99.0,3
456,222,2273.0,138,1.466,38.514,128.5,99.0,3
457,169,3097.4,110,1.4845,45.113,129.0,99.0,3
458,122,2834.7,104,1.503,38.02,130.0,99.0,3
459,95,2572.0,93,1.5215,30.928,131.0,99.0,3
460,94,2442.7,91,1.54,34.483,132.0,99.0,3
461,98,3199.0,92,1.5585,36.849,133.0,99.0,3
462,97,3955.3,92,1.577,39.216,134.0,99.0,3
463,96,3853.5,91,1.5955,36.849,135.0,99.0,3
464,96,3751.7,91,1.614,34.483,136.0,99.0,3
465,96,3388.0,91,1.6325,32.02,136.0,99.0,3
466,97,3024.4,92,1.651,29.557,136.0,99.0,3
467,96,3089.8,91,1.6695,29.484,137.5,99.0,3
468,96,3155.2,91,1.688,29.412,139.0,99.0,3
469,98,3035.5,92,1.7065,29.631,139.5,99.0,3
470,99,2915.7,93,1.725,29.851,140.0,99.0,3
471,99,2924.6,93,1.7435,29.631,140.0,99.0,3
472,99,2933.4,92,1.762,29.412,140.0,99.0,3
473,99,2932.2,93,1.7805,29.412,140.0,99.0,3
474,100,2931.0,93,1.799,29.412,140.0,99.0,3
475,103,2744.4,94,1.8175,28.281,140.0,99.0,3
476,105,2557.8,95,1.836,27.149,140.0,99.0,3
477,103,3077.5,95,1.8545,28.726,139.5,99.0,3
478,159,3597.2,95,1.873,30.303,139.0,99.0,3
479,319,3400.0,103,1.8915,30.38,139.0,99.0,3
480,549,3202.7,129,1.91,30.457,139.0,99.0,3
481,693,3137.4,153,1.9543,30.08,139.0,99.0,3
482,708,3072.1,158,1.9987,29.703,139.0,99.0,3
483,687,3019.5,155,2.043,31.426,139.0,99.0,3
484,440,2966.8,152,2.0873,33.149,139.0,99.0,3
485,217,2661.8,144,2.1317,33.717,139.0,99.0,3
486,191,2356.8,119,2.176,34.286,139.0,98.0,3
487,139,3184.4,97,2.2203,38.217,141.0,98.0,3
488,106,3119.2,92,2.2647,41.006,141.0,98.0,3
489,94,3054.0,91,2.309,43.796,141.0,98.0,3
490,94,2981.0,90,2.3533,40.268,143.0,97.0,3
491,96,3247.3,91,2.3977,37.376,143.5,97.0,3
492,96,3513.5,91,2.442,34.483,144.0,97.0,3
493,96,3521.0,91,2.4863,34.993,144.0,97.0,3
494,98,3528.4,92,2.5307,35.503,144.0,97.0,3
495,96,3109.8,92,2.575,32.432,144.0,97.0,3
496,94,3169.9,91,2.6193,31.76,145.0,97.0,3
497,94,3230.0,90,2.6637,31.088,146.0,97.0,3
498,96,2999.1,91,2.708,28.477,146.3,97.0,3
499,97,2768.2,91,2.7523,25.867,146.7,98.0,3
500,97,2537.3,92,2.7967,23.256,147.0,98.0,3
501,96,2960.3,92,2.841,28.869,147.0,98.0,3
502,97,3383.3,92,2.8853,34.483,147.0,98.0,3
503,99,3344.2,92,2.9297,32.547,147.0,98.0,3
504,99,3305.2,92,2.974,30.612,147.0,99.0,3
505,100,3254.4,92,3.0183,31.746,145.0,99.0,3
506,101,3233.3,93,3.0627,31.58,145.0,99.0,3
507,105,3212.2,95,3.107,31.414,145.0,99.0,3
508,239,3350.4,99,3.1513,32.1,145.0,99.0,3
509,462,3488.7,111,3.1957,32.787,145.0,99.0,3
510,610,3308.7,133,3.24,31.393,144.5,99.0,3
511,682,3128.7,151,3.2843,30.0,144.0,99.0,3
512,683,3146.3,154,3.3287,31.76,144.0,99.0,3
513,639,3163.9,148,3.373,33.52,144.0,99.0,3
514,406,3163.8,143,3.4173,34.511,144.0,99.0,3
515,198,3163.7,140,3.4617,35.503,144.0,99.0,3
516,166,2975.4,115,3.506,34.286,144.0,99.0,3
517,126,2960.9,99,3.5503,37.277,145.5,99.0,3
518,108,2946.5,100,3.5947,40.268,147.0,99.0,3
519,101,3054.2,95,3.639,40.541,147.0,99.0,3
520,102,3494.4,93,3.6833,44.86,147.0,99.0,3
521,106,3934.6,95,3.7277,49.18,147.0,99.0,3
522,110,3821.1,98,3.772,46.875,147.0,99.0,3
523,111,3491.3,99,3.8163,41.619,147.0,99.0,3
524,110,3161.6,99,3.8607,36.364,147.0,99.0,3
525,108,3120.8,98,3.905,35.503,146.0,99.0,3
526,106,3157.2,96,3.9493,35.193,146.5,99.0,3
527,107,3193.6,96,3.9937,34.884,147.0,99.0,3
528,107,3283.8,96,4.038,33.067,147.5,99.0,3
529,105,3374.1,96,4.0823,31.25,148.0,99.0,3
530,104,3390.5,96,4.1267,30.118,148.5,99.0,3
531,105,3406.8,96,4.171,28.986,149.0,99.0,3
532,107,3202.5,96,4.2153,30.118,148.5,99.0,3
533,107,2998.1,97,4.2597,31.25,148.0,99.0,3
534,109,3120.7,97,4.304,32.109,147.5,99.0,3
535,110,3243.3,98,4.3483,32.967,147.0,99.0,3
536,114,3246.9,99,4.3927,30.976,147.0,99.0,3
537,123,3250.6,103,4.437,28.986,147.0,99.0,3
538,248,3294.1,105,4.4813,30.45,146.5,99.0,3
539,466,3337.6,109,4.5257,31.915,146.0,99.0,3
540,609,2944.4,131,4.57,27.676,146.0,99.0,3
541,663,2551.2,150,4.6088,23.438,146.0,99.0,3
542,654,3150.9,151,4.6477,29.683,146.0,99.0,3
543,519,3750.5,146,4.6865,35.928,146.0,99.0,3
544,309,3634.5,144,4.7253,37.975,145.0,99.0,3
545,199,2892.5,132,4.7642,37.855,145.0,99.0,3
546,159,2150.5,101,4.803,37.736,145.0,99.0,3
547,121,3737.2,88,4.8418,40.816,146.0,99.0,3
548,100,3690.9,90,4.8807,41.991,147.0,99.0,3
549,94,3644.6,90,4.9195,43.165,148.0,99.0,3
550,96,4017.2,90,4.9583,50.42,149.0,99.0,3
551,96,3834.8,91,4.9972,46.154,149.0,99.0,3
552,95,3794.2,91,5.036,45.465,149.0,99.0,3
553,98,3753.5,91,5.0748,44.776,149.0,99.0,3
554,100,3133.3,92,5.1137,35.294,148.0,99.0,3
555,98,3321.7,93,5.1525,34.693,148.0,99.0,3
556,96,3510.1,92,5.1913,34.091,148.0,99.0,3
557,96,3342.6,91,5.2302,33.088,149.5,99.0,3
558,97,3175.1,92,5.269,32.086,151.0,99.0,3
559,96,3312.5,92,5.3078,32.897,151.0,99.0,3
560,94,3449.9,90,5.3467,33.708,151.0,99.0,3
561,95,3271.3,90,5.3855,31.56,151.0,99.0,3
562,96,3092.7,91,5.4243,29.412,151.0,99.0,3
563,95,3268.9,91,5.4632,31.655,150.0,99.0,3
564,94,3445.1,90,5.502,33.898,149.0,98.0,3
565,95,3289.4,90,5.5408,35.503,148.0,98.0,3
566,96,3493.8,91,5.5797,34.894,148.0,98.0,3
567,103,3698.3,92,5.6185,34.286,148.0,98.0,3
568,339,3494.3,107,5.6573,32.294,148.0,98.0,3
569,599,3290.4,133,5.6962,30.303,148.0,98.0,3
570,651,3317.6,148,5.735,29.857,147.5,98.0,3
571,660,3344.8,150,5.7738,29.412,147.0,98.0,3
572,630,3331.0,147,5.8127,30.25,147.0,98.0,3
573,495,3317.2,141,5.8515,31.088,147.0,98.0,3
574,294,3086.2,142,5.8903,32.687,146.5,98.0,3
575,189,2855.2,119,5.9292,34.286,146.0,98.0,3
576,143,3485.8,78,5.968,38.961,147.0,98.0,3
577,101,3551.8,68,6.0068,40.314,148.5,98.0,3
578,87,3617.9,77,6.0457,41.667,150.0,98.0,3
579,90,3486.1,86,6.0845,43.478,150.0,98.0,3
580,93,3426.4,89,6.1233,42.429,150.0,98.0,3
581,94,3366.6,90,6.1622,41.379,150.0,98.0,3
582,96,4415.0,91,6.201,50.0,150.0,98.0,3
583,98,3682.9,92,6.2398,38.761,149.5,98.0,3
584,99,2950.9,92,6.2787,27.523,149.0,98.0,3
585,99,3555.6,93,6.3175,41.667,150.0,98.0,3
586,99,3327.4,93,6.3563,35.56,150.7,98.0,3
587,99,3099.2,92,6.3952,29.453,151.3,98.0,3
588,96,2871.0,92,6.434,23.346,152.0,98.0,3
589,97,3441.0,91,6.4728,29.014,152.5,99.0,3
590,98,4010.9,92,6.5117,34.682,153.0,99.0,3
591,96,3690.0,91,6.5505,33.898,153.0,99.0,3
592,95,3501.7,91,6.5893,34.191,152.5,99.0,3
593,96,3313.4,92,6.6282,34.483,152.0,99.0,3
594,96,3589.7,91,6.667,34.683,151.0,99.0,3
595,95,3866.0,91,6.7058,34.884,150.0,99.0,3
596,97,3709.1,91,6.7447,34.986,150.5,99.0,3
597,99,3552.2,92,6.7835,35.088,151.0,99.0,3
598,100,3339.0,92,6.8223,35.294,150.0,99.0,3
599,98,3443.6,92,6.8612,35.294,149.5,99.0,3
600,90,3548.1,90,6.9,35.294,149.0,99.0,3
601,86,3584.2,86,6.9192,35.94,148.5,99.0,3
602,84,3620.2,84,6.9383,36.585,148.0,99.0,3
603,83,3049.8,83,6.9575,29.966,147.5,99.0,3
604,83,2479.3,83,6.9767,23.346,147.0,99.0,3
605,83,3272.4,83,6.9958,31.673,146.5,98.0,3
606,89,4065.4,85,7.015,40.0,146.0,98.0,3
607,92,4089.6,89,7.0342,37.143,146.0,98.0,3
608,87,4113.7,87,7.0533,34.286,146.0,98.0,3
609,87,3184.4,85,7.0725,31.915,146.0,98.0,3
610,89,2915.0,87,7.0917,28.173,145.7,98.0,3
611,91,2645.6,88,7.1108,24.431,145.3,98.0,3
612,90,2376.2,88,7.13,20.69,145.0,98.0,3
613,89,3068.4,88,7.1492,28.096,144.0,98.0,3
614,89,3760.6,88,7.1683,35.503,143.0,98.0,3
615,90,3539.7,87,7.1875,33.376,143.0,98.0,3
616,90,3318.9,87,7.2067,31.25,143.0,98.0,3
617,91,3272.0,88,7.2258,31.582,141.5,98.0,3
618,92,3225.1,89,7.245,31.915,140.0,98.0,3
619,91,3183.4,89,7.2642,31.747,140.0,98.0,3
620,90,3141.6,88,7.2833,31.579,140.0,99.0,3
621,90,3007.6,88,7.3025,30.715,139.0,99.0,3
622,90,2873.5,88,7.3217,29.851,138.0,99.0,3
623,90,2992.3,87,7.3408,30.31,137.5,99.0,3
624,88,3111.1,87,7.36,30.769,137.0,99.0,3
625,88,2755.4,86,7.3792,27.362,136.3,99.0,3
626,88,2399.8,87,7.3983,23.955,135.7,99.0,3
627,89,2044.2,87,7.4175,20.548,135.0,99.0,3
628,89,3370.5,88,7.4367,33.52,133.0,99.0,3
629,90,3094.0,88,7.4558,31.611,133.5,99.0,3
630,91,2817.5,88,7.475,29.703,134.0,99.0,3
631,91,2886.7,88,7.4942,30.315,133.5,99.0,3
632,91,2955.9,88,7.5133,30.928,133.0,99.0,3
633,91,2949.9,88,7.5325,29.957,131.5,99.0,3
634,92,2943.9,88,7.5517,28.986,130.0,99.0,3
635,93,2790.4,89,7.5708,28.54,129.3,99.0,3
636,93,2637.0,90,7.59,28.095,128.7,99.0,3
637,92,2483.5,90,7.6092,27.65,128.0,99.0,3
638,90,2280.1,88,7.6283,24.134,127.5,99.0,3
639,89,2076.7,87,7.6475,20.619,127.0,99.0,3
640,90,2435.9,87,7.6667,25.235,127.5,99.0,3
641,91,2795.2,88,7.6858,29.851,128.0,99.0,3
642,92,2823.1,88,7.705,29.334,128.0,99.0,3
643,93,2851.0,89,7.7242,28.818,128.0,99.0,3
644,93,2878.9,90,7.7433,28.302,128.0,99.0,3
645,92,2689.8,89,7.7625,27.484,125.5,99.0,3
646,91,2500.8,89,7.7817,26.667,123.0,99.0,3
647,91,2496.4,88,7.8008,25.006,123.0,99.0,3
648,92,2492.1,88,7.82,23.346,123.0,99.0,3
649,90,2566.3,88,7.8392,26.379,123.0,99.0,3
650,92,2640.5,88,7.8583,29.412,123.0,99.0,3
651,93,2428.0,89,7.8775,26.751,122.7,99.0,3
652,95,2215.5,90,7.8967,24.09,122.3,99.0,3
653,95,2003.0,91,7.9158,21.429,122.0,99.0,3
654,93,2290.8,90,7.935,25.714,121.5,99.0,3
655,92,2578.6,89,7.9542,30.0,121.0,99.0,3
656,92,2557.9,89,7.9733,28.889,121.5,99.0,3
657,92,2537.2,89,7.9925,27.778,122.0,99.0,3
658,92,2731.8,89,8.0117,30.556,122.0,99.0,3
659,93,2926.3,89,8.0308,33.333,122.0,99.0,3
660,93,2846.7,89,8.05,32.709,122.5,99.0,3
661,93,2767.1,90,8.0578,32.086,123.0,99.0,3
662,93,2386.8,90,8.0657,27.884,123.0,99.0,3
663,94,2006.6,90,8.0735,23.682,123.0,99.0,3
664,95,1626.4,91,8.0813,19.481,123.0,99.0,3
665,95,2174.5,91,8.0892,24.969,121.5,99.0,3
666,96,2722.7,91,8.097,30.457,120.0,99.0,3
667,95,2703.6,91,8.1048,29.247,120.0,99.0,3
668,96,2684.4,91,8.1127,28.037,120.0,99.0,3
669,96,2442.0,91,8.1205,27.844,120.0,99.0,3
670,96,2199.5,91,8.1283,27.65,120.0,99.0,3
671,98,2258.7,92,8.1362,27.607,120.0,99.0,3
672,98,2317.8,92,8.144,27.565,120.0,99.0,3
673,98,2376.9,92,8.1518,27.523,120.0,99.0,3
674,99,2505.2,93,8.1597,29.068,120.0,99.0,3
675,100,2633.6,93,8.1675,30.612,120.0,99.0,3
676,100,2517.1,93,8.1753,30.381,119.0,99.0,3
677,101,2400.6,94,8.1832,30.151,118.0,99.0,3
678,101,2163.2,94,8.191,28.712,117.5,99.0,3
679,101,1925.9,94,8.1988,27.273,117.0,99.0,3
680,101,2171.6,94,8.2067,26.348,116.5,99.0,3
681,100,2417.4,93,8.2145,25.424,116.0,99.0,3
682,100,2203.6,93,8.2223,23.319,116.3,99.0,3
683,101,1989.9,93,8.2302,21.213,116.7,99.0,3
684,100,1776.1,93,8.238,19.108,117.0,99.0,3
685,100,2173.9,93,8.2458,23.253,117.5,99.0,3
686,99,2571.7,93,8.2537,27.397,118.0,99.0,3
687,99,2513.9,93,8.2615,28.021,118.0,99.0,3
688,98,2456.1,92,8.2693,28.645,118.0,99.0,3
689,97,2398.4,92,8.2772,29.268,118.0,99.0,3
690,97,2431.3,92,8.285,28.988,117.0,99.0,3
691,98,2464.2,92,8.2928,28.708,116.0,99.0,3
692,99,2380.9,92,8.3007,27.747,115.5,99.0,3
693,99,2297.5,93,8.3085,26.786,115.0,99.0,3
694,98,2279.0,92,8.3163,27.412,115.5,99.0,3
695,100,2260.5,93,8.3242,28.037,116.0,99.0,3
696,103,2195.5,94,8.332,26.571,115.5,99.0,3
697,100,2130.5,93,8.3398,25.105,115.0,99.0,3
698,96,2201.3,92,8.3477,25.786,114.7,99.0,3
699,97,2272.1,91,8.3555,26.468,114.3,99.0,3
700,100,2342.8,93,8.3633,27.149,114.0,99.0,3
701,101,2390.6,93,8.3712,28.726,113.5,99.0,3
702,101,2438.3,93,8.379,30.303,113.0,99.0,3
703,99,2251.1,93,8.3868,29.105,113.5,99.0,3
704,99,2063.8,92,8.3947,27.907,114.0,99.0,3
705,97,1942.7,92,8.4025,25.647,114.3,99.0,3
706,99,1821.6,92,8.4103,23.387,114.7,99.0,3
707,106,1700.5,95,8.4182,21.127,115.0,99.0,3
708,107,2184.6,97,8.426,23.897,114.5,99.0,3
709,99,2668.7,94,8.4338,26.667,114.0,99.0,3
710,95,2453.2,92,8.4417,25.679,113.5,99.0,3
711,94,2237.6,90,8.4495,24.691,113.0,99.0,3
712,94,2419.5,90,8.4573,25.119,113.0,99.0,3
713,96,2601.4,91,8.4652,25.546,113.0,99.0,3
714,99,2783.3,92,8.473,25.974,113.0,99.0,3
715,101,2582.0,93,8.4808,27.072,113.0,99.0,3
716,100,2380.7,94,8.4887,28.169,113.0,98.0,3
717,100,2236.9,93,8.4965,26.85,113.5,98.0,3
718,102,2093.2,94,8.5043,25.532,114.0,98.0,3
719,103,2139.6,95,8.5122,25.478,113.5,98.0,3
720,104,2186.0,95,8.52,25.424,113.0,98.0,3
721,105,2035.9,96,8.5197,23.443,112.3,98.0,3
722,105,1885.8,96,8.5193,21.462,111.7,98.0,3
723,105,1735.8,96,8.519,19.481,111.0,98.0,3
724,106,2165.4,96,8.5187,25.53,111.5,98.0,3
725,107,2595.0,96,8.5183,31.579,112.0,98.0,3
726,107,2557.8,97,8.518,30.789,112.5,98.0,3
727,106,2520.7,96,8.5177,30.0,113.0,98.0,3
728,106,2450.4,96,8.5173,29.259,113.3,99.0,3
729,106,2380.1,96,8.517,28.519,113.7,99.0,3
730,106,2309.8,96,8.5167,27.778,114.0,99.0,3
731,105,2217.7,95,8.5163,27.342,114.0,99.0,3
732,105,2125.6,95,8.516,26.906,114.0,99.0,3
733,107,2221.1,96,8.5157,27.089,114.5,99.0,3
734,107,2316.6,96,8.5153,27.273,115.0,99.0,3
735,106,2362.5,96,8.515,28.059,115.0,99.0,3
736,105,2408.4,96,8.5147,28.846,115.0,99.0,3
737,105,2362.2,96,8.5143,27.998,114.5,99.0,3
738,105,2316.0,96,8.514,27.149,114.0,99.0,3
739,106,2362.4,96,8.5137,27.464,114.5,99.0,3
740,107,2408.8,96,8.5133,27.778,115.0,99.0,3
741,106,2284.0,96,8.513,26.551,115.0,99.0,3
742,106,2159.1,96,8.5127,25.324,115.0,99.0,3
743,107,2034.3,96,8.5123,24.096,115.0,99.0,3
744,107,2225.0,97,8.512,24.76,114.5,99.0,3
745,107,2415.6,96,8.5117,25.424,114.0,99.0,3
746,104,2219.5,96,8.5113,23.507,114.0,99.0,3
747,102,2023.3,95,8.511,21.589,114.0,98.0,3
748,104,1827.2,95,8.5107,19.672,114.0,98.0,3
749,105,2201.5,95,8.5103,24.122,114.0,98.0,3
750,104,2575.8,95,8.51,28.571,114.0,98.0,3
751,103,2572.6,95,8.5097,28.663,114.0,98.0,3
752,104,2569.4,95,8.5093,28.755,114.0,98.0,3
753,107,2566.2,96,8.509,28.846,114.0,98.0,3
754,108,2536.5,97,8.5087,27.876,114.5,98.0,3
755,108,2506.9,97,8.5083,26.906,115.0,98.0,3
756,108,2377.1,97,8.508,25.85,114.5,98.0,3
757,109,2247.3,98,8.5077,24.793,114.0,98.0,3
758,109,2190.9,98,8.5073,22.683,113.0,98.0,3
759,109,2134.5,98,8.507,20.572,112.0,98.0,3
760,108,2078.0,97,8.5067,18.462,111.0,98.0,3
761,106,2116.4,97,8.5063,21.877,110.7,98.0,3
762,105,2154.7,96,8.506,25.293,110.3,98.0,3
763,105,2193.1,96,8.5057,28.708,110.0,98.0,3
764,104,2247.1,95,8.5053,28.179,111.5,98.0,3
765,102,2301.2,95,8.505,27.65,113.0,98.0,3
766,102,2294.1,94,8.5047,27.158,113.0,98.0,3
767,103,2286.9,94,8.5043,26.667,113.0,98.0,3
768,105,2269.3,95,8.504,26.264,113.5,98.0,3
769,104,2251.7,96,8.5037,25.862,114.0,98.0,3
770,103,2292.3,95,8.5033,27.082,114.0,98.0,3
771,105,2332.8,95,8.503,28.302,114.0,98.0,3
772,106,2272.7,96,8.5027,28.235,113.5,98.0,3
773,104,2212.6,95,8.5023,28.169,113.0,98.0,3
774,101,2271.2,94,8.502,28.213,113.0,98.0,3
775,99,2329.9,93,8.5017,28.258,113.0,98.0,3
776,99,2388.5,92,8.5013,28.302,113.0,98.0,3
777,102,2305.7,93,8.501,27.138,113.0,98.0,3
778,104,2223.0,95,8.5007,25.974,113.0,98.0,3
779,103,2339.9,95,8.5003,26.38,113.5,98.0,3
780,103,2456.7,95,8.5,26.786,114.0,98.0,3
781,104,2444.5,95,8.4998,27.611,114.0,98.0,3
782,105,2432.3,95,8.4997,28.436,114.0,98.0,3
783,105,2347.7,96,8.4995,27.732,113.0,98.0,3
784,106,2263.0,96,8.4993,27.027,112.0,98.0,3
785,107,2188.8,96,8.4992,27.192,112.0,98.0,3
786,105,2114.7,96,8.499,27.358,112.0,98.0,3
787,105,2040.5,95,8.4988,27.523,112.0,98.0,3
788,107,1999.9,96,8.4987,25.256,113.0,98.0,3
789,107,1959.4,96,8.4985,22.989,114.0,98.0,3
790,107,1852.5,96,8.4983,25.848,114.0,98.0,3
791,108,1745.6,97,8.4982,28.708,114.0,98.0,3
792,107,2263.3,97,8.498,28.917,113.0,98.0,3
793,107,2780.9,97,8.4978,29.126,112.0,98.0,3
794,109,2691.7,97,8.4977,27.482,111.7,98.0,3
795,109,2602.5,98,8.4975,25.838,111.3,98.0,3
796,105,2513.4,96,8.4973,24.194,111.0,98.0,3
797,103,2503.3,95,8.4972,24.597,111.5,99.0,3
798,103,2493.3,95,8.497,25.0,112.0,99.0,3
799,103,2468.0,95,8.4968,25.325,112.0,99.0,3
800,105,2442.8,95,8.4967,25.649,112.0,98.0,3
801,105,2417.6,96,8.4965,25.974,112.0,98.0,3
802,104,2161.7,95,8.4963,23.852,112.0,98.0,3
803,103,1905.9,95,8.4962,21.73,112.0,98.0,3
804,103,1650.1,95,8.496,19.608,112.0,98.0,3
805,101,2089.3,94,8.4958,22.57,112.0,98.0,3
806,99,2528.4,93,8.4957,25.532,112.0,99.0,3
807,99,2605.0,93,8.4955,26.719,112.5,99.0,3
808,100,2681.5,93,8.4953,27.907,113.0,99.0,3
809,100,2416.9,93,8.4952,27.287,113.0,98.0,3
810,100,2152.3,93,8.495,26.667,113.0,98.0,3
811,101,2349.7,93,8.4948,27.967,112.5,98.0,3
812,103,2547.2,94,8.4947,29.268,112.0,98.0,3
813,103,2490.1,95,8.4945,29.634,111.5,98.0,3
814,103,2433.0,95,8.4943,30.0,111.0,98.0,3
815,105,2437.1,95,8.4942,29.569,111.0,98.0,3
816,106,2441.1,95,8.494,29.139,111.0,98.0,3
817,107,2445.2,96,8.4938,28.708,111.0,98.0,3
818,107,2410.3,96,8.4937,26.306,111.5,98.0,3
819,105,2375.4,96,8.4935,23.904,112.0,98.0,3
820,104,2340.4,96,8.4933,24.664,112.5,98.0,3
821,104,2305.3,95,8.4932,25.424,113.0,98.0,3
822,102,2115.8,95,8.493,23.775,112.7,98.0,3
823,101,1926.3,94,8.4928,22.126,112.3,98.0,3
824,100,1736.8,94,8.4927,20.478,112.0,98.0,3
825,100,2075.0,93,8.4925,24.593,112.5,98.0,3
826,104,2413.2,94,8.4923,28.708,113.0,98.0,3
827,109,2407.0,97,8.4922,28.573,113.7,98.0,3
828,110,2400.7,98,8.492,28.437,114.3,98.0,3
829,109,2394.5,98,8.4918,28.302,115.0,98.0,3
830,112,2489.2,99,8.4917,28.437,115.0,98.0,3
